"E01.01.30.10";"\RSen_10_Model families\Electrical Equipment\RSen_61_EE_FB_hv-cell_gen_witas.rfa";"RSen_61_EE_FB_hv-cell_gen_witas.rfa";"E01.01.30.10__KxN__hv cabin_gen__";"KxN";"False";"AANSLUITING :: Hoogspanning :: Hoogspanningsmateriaal type AA20 / AA15 / AA35 :: Lusschakelaar";"RACCORDEMENT :: Haute tension ::  :: Interrupteur de boucle"
"E07.20.10.01";"\RSen_10_Model families\Electrical Equipment\RSen_62_EE_FB_floor box - 1 connection_gen_witas.rfa";"RSen_62_EE_FB_floor box - 1 connection_gen_witas.rfa";"E07.20.10.01__RF__4x3 modules - rectangular lid_gen__";"RF";"False";"KABELGANGEN :: Systemen voor verhoogde vloer :: Vloerdoos met kunststof dekselrand :: Vierkant";"CHEMINS DE CÂBLES :: Systèmes pour planchers surélevés :: Boitier de sol avec bord de couvercle en matière synthétique :: Carré"
"E07.20.10.02";"\RSen_10_Model families\Electrical Equipment\RSen_62_EE_FB_floor box - 1 connection_gen_witas.rfa";"RSen_62_EE_FB_floor box - 1 connection_gen_witas.rfa";"E07.20.10.02__RF__4x3 modules - round lid_gen__";"RF";"False";"KABELGANGEN :: Systemen voor verhoogde vloer :: Vloerdoos met kunststof dekselrand :: Rond";"CHEMINS DE CÂBLES :: Systèmes pour planchers surélevés :: Boitier de sol avec bord de couvercle en matière synthétique :: Rond"
"E07.20.10.03";"\RSen_10_Model families\Electrical Equipment\RSen_62_EE_FB_floor box - 1 connection_gen_witas.rfa";"RSen_62_EE_FB_floor box - 1 connection_gen_witas.rfa";"E07.20.10.03__RF__4x2 modules - rectangular lid_gen__";"RF";"False";"KABELGANGEN :: Systemen voor verhoogde vloer :: Vloerdoos met kunststof dekselrand :: Rechthoekig";"CHEMINS DE CÂBLES :: Systèmes pour planchers surélevés :: Boitier de sol avec bord de couvercle en matière synthétique :: Rectangulaire"
"E07.20.20.01";"\RSen_10_Model families\Electrical Equipment\RSen_62_EE_FB_floor box - 1 connection_gen_witas.rfa";"RSen_62_EE_FB_floor box - 1 connection_gen_witas.rfa";"E07.20.20.01__RF-RVS__4x3 modules - rectangular lid_gen__";"RF-RVS";"False";"KABELGANGEN :: Systemen voor verhoogde vloer :: Vloerdoos met RVS dekselrand :: Vierkant";"CHEMINS DE CÂBLES :: Systèmes pour planchers surélevés :: Boitier de sol avec bord de couvercle en acier inoxydable :: Carré"
"E07.20.20.02";"\RSen_10_Model families\Electrical Equipment\RSen_62_EE_FB_floor box - 1 connection_gen_witas.rfa";"RSen_62_EE_FB_floor box - 1 connection_gen_witas.rfa";"E07.20.20.02__RF-RVS__4x3 modules - round lid_gen__";"RF-RVS";"False";"KABELGANGEN :: Systemen voor verhoogde vloer :: Vloerdoos met RVS dekselrand :: Rond";"CHEMINS DE CÂBLES :: Systèmes pour planchers surélevés :: Boitier de sol avec bord de couvercle en acier inoxydable :: Rond"
"E07.20.20.03";"\RSen_10_Model families\Electrical Equipment\RSen_62_EE_FB_floor box - 1 connection_gen_witas.rfa";"RSen_62_EE_FB_floor box - 1 connection_gen_witas.rfa";"E07.20.20.03__RF-RVS__4x2 modules - rectangular lid_gen__";"RF-RVS";"False";"KABELGANGEN :: Systemen voor verhoogde vloer :: Vloerdoos met RVS dekselrand :: Rechthoekig";"CHEMINS DE CÂBLES :: Systèmes pour planchers surélevés :: Boitier de sol avec bord de couvercle en acier inoxydable :: Rectangulaire"
"E07.40.01.01";"\RSen_10_Model families\Electrical Equipment\RSen_62_EE_FB_column_witas.rfa";"RSen_62_EE_FB_column_witas.rfa";"E07.40.01.01__ALU1__column_gen__";"ALU1";"False";"KABELGANGEN :: Distributiezuilen :: Vaste aluminium distributiezuil :: Enkele uitvoering";"CHEMINS DE CÂBLES :: Colonne de distribution :: Colonne de distribution fixe en aluminium :: Exécution simple"
"E07.40.01.02";"\RSen_10_Model families\Electrical Equipment\RSen_62_EE_FB_column_witas.rfa";"RSen_62_EE_FB_column_witas.rfa";"E07.40.01.02__ALU2__column_gen__";"ALU2";"False";"KABELGANGEN :: Distributiezuilen :: Vaste aluminium distributiezuil :: Dubbele uitvoering";"CHEMINS DE CÂBLES :: Colonne de distribution :: Colonne de distribution fixe en aluminium :: Exécution double"
"E07.40.20.01";"\RSen_10_Model families\Electrical Equipment\RSen_62_EE_FB_column_witas.rfa";"RSen_62_EE_FB_column_witas.rfa";"E07.40.20.01__MINI1__column_gen__";"MINI1";"False";"KABELGANGEN :: Distributiezuilen :: Minizuiltjes  in aluminium :: Enkele uitvoering";"CHEMINS DE CÂBLES :: Colonne de distribution :: Colonnette en aluminium :: Exécution simple"
"E07.40.20.02";"\RSen_10_Model families\Electrical Equipment\RSen_62_EE_FB_column_witas.rfa";"RSen_62_EE_FB_column_witas.rfa";"E07.40.20.02__MINI2__column_gen__";"MINI2";"False";"KABELGANGEN :: Distributiezuilen :: Minizuiltjes  in aluminium :: Dubbele uitvoering";"CHEMINS DE CÂBLES :: Colonne de distribution :: Colonnette en aluminium :: Exécution double"
"E09.03.01.01";"\RSen_10_Model families\Electrical Devices\Lighting Devices\Immotics\RSen_67_LD_FB_switches - immotics_gen_witas.rfa";"RSen_67_LD_FB_switches - immotics_gen_witas.rfa";"E09.03.01.01__KNX-1__push button_gen__";"KNX-1";"False";"KNX GEBOUWENBEHEERSYSTEEM :: Sensoren :: KNX drukknoppen :: 1-voudige KNX drukknop";"SYSTÈME DE GESTION DES BÂTIMENTS KNX :: Capteurs :: Bouton-poussoirs KNX :: Bouton-poussoirs KNX simple"
"E09.03.01.02";"\RSen_10_Model families\Electrical Devices\Lighting Devices\Immotics\RSen_67_LD_FB_switches - immotics_gen_witas.rfa";"RSen_67_LD_FB_switches - immotics_gen_witas.rfa";"E09.03.01.02__KNX-2__push button_gen__";"KNX-2";"False";"KNX GEBOUWENBEHEERSYSTEEM :: Sensoren :: KNX drukknoppen :: 2-voudige KNX drukknop";"SYSTÈME DE GESTION DES BÂTIMENTS KNX :: Capteurs :: Bouton-poussoirs KNX :: Bouton-poussoirs KNX double"
"E09.03.01.03";"\RSen_10_Model families\Electrical Devices\Lighting Devices\Immotics\RSen_67_LD_FB_switches - immotics_gen_witas.rfa";"RSen_67_LD_FB_switches - immotics_gen_witas.rfa";"E09.03.01.03__KNX-4__push button_gen__";"KNX-4";"False";"KNX GEBOUWENBEHEERSYSTEEM :: Sensoren :: KNX drukknoppen :: 4-voudige KNX drukknop";"SYSTÈME DE GESTION DES BÂTIMENTS KNX :: Capteurs :: Bouton-poussoirs KNX :: Bouton-poussoirs KNX quadruple"
"E09.03.03.01";"\RSen_10_Model families\Electrical Devices\Lighting Devices\Immotics\RSen_67_LD_FB_switches - immotics_gen_witas.rfa";"RSen_67_LD_FB_switches - immotics_gen_witas.rfa";"E09.03.03.01__KNX-2-IR__push button_gen__";"KNX-2-IR";"False";"KNX GEBOUWENBEHEERSYSTEEM :: Sensoren :: Gecombineerde KNX drukknoppen :: 2-voudige KNX drukknop met geïntegreerde IR-ontvanger";"SYSTÈME DE GESTION DES BÂTIMENTS KNX :: Capteurs :: Bouton-poussoirs KNX combinés :: Bouton-poussoir KNX double avec recepteur IR intégré"
"E09.03.03.02";"\RSen_10_Model families\Electrical Devices\Lighting Devices\Immotics\RSen_67_LD_FB_switches - immotics_gen_witas.rfa";"RSen_67_LD_FB_switches - immotics_gen_witas.rfa";"E09.03.03.02__KNX-4-IR__push button_gen__";"KNX-4-IR";"False";"KNX GEBOUWENBEHEERSYSTEEM :: Sensoren :: Gecombineerde KNX drukknoppen :: 4-voudige KNX drukknop met geïntegreerde IR-ontvanger";"SYSTÈME DE GESTION DES BÂTIMENTS KNX :: Capteurs :: Bouton-poussoirs KNX combinés :: Bouton-poussoir KNX quadruple avec recepteur IR intégré"
"E09.03.03.10";"\RSen_10_Model families\Electrical Devices\Lighting Devices\Immotics\RSen_67_LD_FB_switches - immotics_gen_witas.rfa";"RSen_67_LD_FB_switches - immotics_gen_witas.rfa";"E09.03.03.10__KNX-2-TH__push button_gen__";"KNX-2-TH";"False";"KNX GEBOUWENBEHEERSYSTEEM :: Sensoren :: Gecombineerde KNX drukknoppen :: 2-voudige KNX drukknop met geïntegreerde ruimtethermostaat";"SYSTÈME DE GESTION DES BÂTIMENTS KNX :: Capteurs :: Bouton-poussoirs KNX combinés :: Bouton-poussoir KNX double avec thermostat d'ambiance intégré"
"E09.03.03.20";"\RSen_10_Model families\Electrical Devices\Lighting Devices\Immotics\RSen_67_LD_FB_switches - immotics_gen_witas.rfa";"RSen_67_LD_FB_switches - immotics_gen_witas.rfa";"E09.03.03.20__KNX-4-TH-IR__push button_gen__";"KNX-4-TH-IR";"False";"KNX GEBOUWENBEHEERSYSTEEM :: Sensoren :: Gecombineerde KNX drukknoppen :: 4-voudige KNX drukknop met geïntegreerde ruimtethermostaat en IR-ontvanger";"SYSTÈME DE GESTION DES BÂTIMENTS KNX :: Capteurs :: Bouton-poussoirs KNX combinés :: Bouton-poussoir KNX quadruple avec thermostat d'ambiance et recepteur IR intégré"
"E09.03.15.01";"\RSen_10_Model families\Electrical Devices\Lighting Devices\Immotics\RSen_67_LD_FB_switches - immotics_gen_witas.rfa";"RSen_67_LD_FB_switches - immotics_gen_witas.rfa";"E09.03.15.01__KNX__push button - sealed_gen__";"KNX";"False";"KNX GEBOUWENBEHEERSYSTEEM :: Sensoren :: KNX drukknop IP44 :: 1-voudige KNX drukknop IP44";"SYSTÈME DE GESTION DES BÂTIMENTS KNX :: Capteurs :: Interface bouton-poussoir KNX IP44 :: Interface bouton-poussoir KNX simple IP44"
"E09.03.20.05";"\RSen_10_Model families\Electrical Devices\Lighting Devices\Immotics\RSen_67_LD_FB_control panel_gen_witas.rfa";"RSen_67_LD_FB_control panel_gen_witas.rfa";"E09.03.20.05__KNX__control panel_gen__";"KNX";"False";"KNX GEBOUWENBEHEERSYSTEEM :: Sensoren :: Touch panels en schermen :: Touch panel - middelgroot";"SYSTÈME DE GESTION DES BÂTIMENTS KNX :: Capteurs :: Panneaux tactiles et écrans :: Panneaux tactiles - taille moyenne"
"E09.03.30.10";"\RSen_10_Model families\Electrical Devices\Lighting Devices\High Current\RSen_62_LD_FB_presence detector_gen_witas.rfa";"RSen_62_LD_FB_presence detector_gen_witas.rfa";"E09.03.30.10__T12-PP-KNX__presence detector ceiling_gen__";"T12-PP-KNX";"False";"KNX GEBOUWENBEHEERSYSTEEM :: Sensoren :: Bewegings- en aanwezigheidsmelders :: KNX aanwezigheidsdetector met constant lichtregeling";"SYSTÈME DE GESTION DES BÂTIMENTS KNX :: Capteurs :: Détecteurs de mouvement et de présence :: Détecteur de présence KNX avec régulation de lumière constante"
"E09.03.30.11";"\RSen_10_Model families\Electrical Devices\Lighting Devices\High Current\RSen_62_LD_FB_presence detector_gen_witas.rfa";"RSen_62_LD_FB_presence detector_gen_witas.rfa";"E09.03.30.11__T11-PP-KNX__presence detector ceiling_gen__";"T11-PP-KNX";"False";"KNX GEBOUWENBEHEERSYSTEEM :: Sensoren :: Bewegings- en aanwezigheidsmelders :: KNX aanwezigheidsdetector met constante lichtregeling - minimalistisch";"SYSTÈME DE GESTION DES BÂTIMENTS KNX :: Capteurs :: Détecteurs de mouvement et de présence :: Détecteur de présence KNX avec régulation de lumière constante - minimalistique"
"E09.03.30.20";"\RSen_10_Model families\Electrical Devices\Lighting Devices\High Current\RSen_62_LD_FB_presence detector_gen_witas.rfa";"RSen_62_LD_FB_presence detector_gen_witas.rfa";"E09.03.30.20__T13-PP-KNX__presence detector ceiling_gen__";"T13-PP-KNX";"False";"KNX GEBOUWENBEHEERSYSTEEM :: Sensoren :: Bewegings- en aanwezigheidsmelders :: KNX aanwezigheidsdetector met constante lichtregeling - grote hoogte";"SYSTÈME DE GESTION DES BÂTIMENTS KNX :: Capteurs :: Détecteurs de mouvement et de présence :: Détecteur de présence KNX avec régulation de lumière constante - grande hauteur"
"E09.03.31";"\RSen_10_Model families\Electrical Devices\Lighting Devices\Immotics\RSen_67_LD_FB_light sensor_gen_witas.rfa";"RSen_67_LD_FB_light sensor_gen_witas.rfa";"E09.03.31__KNX__light sensor_gen__";"KNX";"True";"KNX GEBOUWENBEHEERSYSTEEM :: Sensoren :: Lichtsensoren";"SYSTÈME DE GESTION DES BÂTIMENTS KNX :: Capteurs :: Capteurs de lumière"
"E10.01.04.01";"\RSen_10_Model families\Electrical Devices\Communication Devices\RSen_67_COM_FB_control blinds_gen_witas.rfa";"RSen_67_COM_FB_control blinds_gen_witas.rfa";"E10.01.04.01__SC__control blinds_gen__";"SC";"False";"ZONNEWERING GEVELBEHEERSYSTEEM :: Bussysteem voor meerdere gevelzones :: Bedieningsschakelaars :: Impulsschakelaar voor lokale bediening";"SYSTÈME DE GESTION DE PROTECTION SOLAIRE DE FACADE :: Système bus pour plusieurs zones de façade :: Interrupteurs de commande :: Interrupteur à impulsions pour commande locale"
"E10.01.04.02";"\RSen_10_Model families\Electrical Devices\Lighting Devices\Immotics\RSen_67_LD_FB_control panel_gen_witas.rfa";"RSen_67_LD_FB_control panel_gen_witas.rfa";"E10.01.04.02__PSC__control panel_gen__";"PSC";"False";"ZONNEWERING GEVELBEHEERSYSTEEM :: Bussysteem voor meerdere gevelzones :: Bedieningsschakelaars :: Aansteekpaneel voor bediening per verdieping";"SYSTÈME DE GESTION DE PROTECTION SOLAIRE DE FACADE :: Système bus pour plusieurs zones de façade :: Interrupteurs de commande :: Panneau d'allumage pour commande par étage"
"E10.01.04.04";"\RSen_10_Model families\Electrical Devices\Lighting Devices\High Current\RSen_62_LD_FB_switches - high current_gen_witas.rfa";"RSen_62_LD_FB_switches - high current_gen_witas.rfa";"E10.01.04.04__PSK__key switch_gen__";"PSK";"True";"ZONNEWERING GEVELBEHEERSYSTEEM :: Bussysteem voor meerdere gevelzones :: Bedieningsschakelaars :: Centrale bediening met sleutelschakelaar";"SYSTÈME DE GESTION DE PROTECTION SOLAIRE DE FACADE :: Système bus pour plusieurs zones de façade :: Interrupteurs de commande :: Commande centrale avec interrupteur à clé"
"E11.01.02.01";"\RSen_10_Model families\Electrical Devices\Communication Devices\RSen_64_COM_FB_bel - push button_gen_witas.rfa";"RSen_64_COM_FB_bel - push button_gen_witas.rfa";"E11.01.02.01__PBO__call button_gen__";"PBO";"False";"SEININRICHTINGEN :: Deurbelinstallatie :: Deurbelknop :: Voor buitenomgeving";"DISPOSITIFS DE SIGNALISATION :: Installation de sonnette :: Bouton sonnette :: Pour l'environnemnet extérieur"
"E11.01.02.02";"\RSen_10_Model families\Electrical Devices\Communication Devices\RSen_64_COM_FB_bel - push button_gen_witas.rfa";"RSen_64_COM_FB_bel - push button_gen_witas.rfa";"E11.01.02.02__PB__call button_gen__";"PB";"False";"SEININRICHTINGEN :: Deurbelinstallatie :: Deurbelknop :: Voor binnenomgeving";"DISPOSITIFS DE SIGNALISATION :: Installation de sonnette :: Bouton sonnette :: Pour l'environnemnet intérieur"
"E11.01.03";"\RSen_10_Model families\Electrical Devices\Communication Devices\RSen_64_COM_FB_bel_gen_witas.rfa";"RSen_64_COM_FB_bel_gen_witas.rfa";"E11.01.03__PB__bell_gen__";"PB";"True";"SEININRICHTINGEN :: Deurbelinstallatie :: Bel";"DISPOSITIFS DE SIGNALISATION :: Installation de sonnette :: Sonnette"
"E11.02.02.01";"\RSen_10_Model families\Electrical Devices\Communication Devices\RSen_64_COM_FB_intercom_gen_witas.rfa";"RSen_64_COM_FB_intercom_gen_witas.rfa";"E11.02.02.01__1-10__parlophone outdoor unit_gen__";"1-10";"False";"SEININRICHTINGEN :: Parlofonie :: Buitenpost parlofonie :: Met 1-10 drukknoppen";"DISPOSITIFS DE SIGNALISATION :: Parlophonie :: Poste extérieur parlophonie :: Avec 1 à 10 boutons-poussoirs"
"E11.02.02.02";"\RSen_10_Model families\Electrical Devices\Communication Devices\RSen_64_COM_FB_intercom_gen_witas.rfa";"RSen_64_COM_FB_intercom_gen_witas.rfa";"E11.02.02.02__10-20__parlophone outdoor unit_gen__";"10-20";"True";"SEININRICHTINGEN :: Parlofonie :: Buitenpost parlofonie :: Met 10-20 drukknoppen";"DISPOSITIFS DE SIGNALISATION :: Parlophonie :: Poste extérieur parlophonie :: Avec 10 à 20 boutons-poussoirs"
"E11.02.02.03";"\RSen_10_Model families\Electrical Devices\Communication Devices\RSen_64_COM_FB_intercom_gen_witas.rfa";"RSen_64_COM_FB_intercom_gen_witas.rfa";"E11.02.02.03__20-40__parlophone outdoor unit_gen__";"20-40";"False";"SEININRICHTINGEN :: Parlofonie :: Buitenpost parlofonie :: Met 20-40 drukknoppen";"DISPOSITIFS DE SIGNALISATION :: Parlophonie :: Poste extérieur parlophonie :: Avec 20 à 40 boutons-poussoirs"
"E11.02.05";"\RSen_10_Model families\Electrical Devices\Communication Devices\RSen_64_COM_FB_intercom_gen_witas.rfa";"RSen_64_COM_FB_intercom_gen_witas.rfa";"E11.02.05__Design__parlophone outdoor unit_gen__";"Design";"True";"SEININRICHTINGEN :: Parlofonie :: Buitenpost parlofonie - luxueuze uitvoering";"DISPOSITIFS DE SIGNALISATION :: Parlophonie :: Poste extérieur parlophonie - exécution de luxe"
"E11.02.07";"\RSen_10_Model families\Electrical Devices\Communication Devices\RSen_64_COM_FB_intercom_gen_witas.rfa";"RSen_64_COM_FB_intercom_gen_witas.rfa";"E11.02.07__Digital__parlophone outdoor unit_gen__";"Digital";"True";"SEININRICHTINGEN :: Parlofonie :: Buitenpost parlofonie - digitaal keuzescherm";"DISPOSITIFS DE SIGNALISATION :: Parlophonie :: Poste extérieur parlophonie - écran de sélection digital"
"E11.02.10";"\RSen_10_Model families\Electrical Devices\Communication Devices\RSen_64_COM_FB_intercom_gen_witas.rfa";"RSen_64_COM_FB_intercom_gen_witas.rfa";"E11.02.10__INT__parlophone indoor unit_gen__";"INT";"True";"SEININRICHTINGEN :: Parlofonie :: Binnenpost parlofonie";"DISPOSITIFS DE SIGNALISATION :: Parlophonie :: Poste intérieur parlophonie"
"E11.02.15.01";"\RSen_10_Model families\Electrical Devices\Communication Devices\RSen_64_COM_FB_bel - push button_gen_witas.rfa";"RSen_64_COM_FB_bel - push button_gen_witas.rfa";"E11.02.15.01__PPO__call button_gen__";"PPO";"False";"SEININRICHTINGEN :: Parlofonie :: Deurbel :: Voor buitenomgeving";"DISPOSITIFS DE SIGNALISATION :: Parlophonie :: Sonnette :: Pour l'environnement extérieur"
"E11.02.15.02";"\RSen_10_Model families\Electrical Devices\Communication Devices\RSen_64_COM_FB_bel - push button_gen_witas.rfa";"RSen_64_COM_FB_bel - push button_gen_witas.rfa";"E11.02.15.02__PP__call button_gen__";"PP";"False";"SEININRICHTINGEN :: Parlofonie :: Deurbel :: Voor binnenomgeving";"DISPOSITIFS DE SIGNALISATION :: Parlophonie :: Sonnette :: Pour l'environnement intérieur"
"E11.02.30";"\RSen_10_Model families\Electrical Devices\Security Devices\RSen_68_SD_FB_electric lock_gen_witas.rfa";"RSen_68_SD_FB_electric lock_gen_witas.rfa";"E11.02.30__EP__electric lock_gen__";"EP";"True";"SEININRICHTINGEN :: Parlofonie :: Elektrische deuropener";"DISPOSITIFS DE SIGNALISATION :: Parlophonie :: Ouvre-porte électrique"
"E11.03.02.01";"\RSen_10_Model families\Electrical Devices\Communication Devices\RSen_64_COM_FB_videophones_gen_witas.rfa";"RSen_64_COM_FB_videophones_gen_witas.rfa";"E11.03.02.01__1-10__videophones - exterior unit_gen__";"1-10";"False";"SEININRICHTINGEN :: Videofonie :: Buitenpost videofonie :: Met 1-10 drukknoppen";"DISPOSITIFS DE SIGNALISATION :: Vidéophonie :: Poste extérieur vidéophonie :: Avec 1 à 10 boutons-poussoirs"
"E11.03.02.02";"\RSen_10_Model families\Electrical Devices\Communication Devices\RSen_64_COM_FB_videophones_gen_witas.rfa";"RSen_64_COM_FB_videophones_gen_witas.rfa";"E11.03.02.02__10-20__videophones - exterior unit_gen__";"10-20";"True";"SEININRICHTINGEN :: Videofonie :: Buitenpost videofonie :: Met 10-20 drukknoppen";"DISPOSITIFS DE SIGNALISATION :: Vidéophonie :: Poste extérieur vidéophonie :: Avec 10 à 20 boutons-poussoirs"
"E11.03.02.03";"\RSen_10_Model families\Electrical Devices\Communication Devices\RSen_64_COM_FB_videophones_gen_witas.rfa";"RSen_64_COM_FB_videophones_gen_witas.rfa";"E11.03.02.03__20-40__videophones - exterior unit_gen__";"20-40";"False";"SEININRICHTINGEN :: Videofonie :: Buitenpost videofonie :: Met 20-40 drukknoppen";"DISPOSITIFS DE SIGNALISATION :: Vidéophonie :: Poste extérieur vidéophonie :: Avec 20 à 40 boutons-poussoirs"
"E11.03.05";"\RSen_10_Model families\Electrical Devices\Communication Devices\RSen_64_COM_FB_videophones_gen_witas.rfa";"RSen_64_COM_FB_videophones_gen_witas.rfa";"E11.03.05__Design__videophones - exterior unit_gen__";"Design";"True";"SEININRICHTINGEN :: Videofonie :: Buitenpost videofonie - luxueuze uitvoering";"DISPOSITIFS DE SIGNALISATION :: Vidéophonie :: Poste extérieur vidéophonie - exécution de luxe"
"E11.03.07";"\RSen_10_Model families\Electrical Devices\Communication Devices\RSen_64_COM_FB_videophones_gen_witas.rfa";"RSen_64_COM_FB_videophones_gen_witas.rfa";"E11.03.07__Digital__videophones - exterior unit_gen__";"Digital";"True";"SEININRICHTINGEN :: Videofonie :: Buitenpost videofonie - digitaal keuzescherm";"DISPOSITIFS DE SIGNALISATION :: Vidéophonie :: Poste extérieur vidéophonie - écran de sélection digital"
"E11.03.20";"\RSen_10_Model families\Electrical Devices\Communication Devices\RSen_64_COM_FB_videophones_gen_witas.rfa";"RSen_64_COM_FB_videophones_gen_witas.rfa";"E11.03.20____videophones - interior unit_gen__";"";"False";"SEININRICHTINGEN :: Videofonie :: Binnenpost videofonie";"DISPOSITIFS DE SIGNALISATION :: Vidéophonie :: Poste vidéophone intérieur"
"E11.03.25.01";"\RSen_10_Model families\Electrical Devices\Communication Devices\RSen_64_COM_FB_bel - push button_gen_witas.rfa";"RSen_64_COM_FB_bel - push button_gen_witas.rfa";"E11.03.25.01__PVO__call button_gen__";"PVO";"False";"SEININRICHTINGEN :: Videofonie :: Deurbel :: Voor buitenomgeving";"DISPOSITIFS DE SIGNALISATION :: Vidéophonie :: Sonnette :: Pour l'environnement extérieur"
